author,delta_PC1,delta_PC2,abs_delta_PC1,abs_delta_PC2,distance_total
wikipedia_pt,0.20382733897161476,6.524641458142844,0.20382733897161476,6.524641458142844,6.5278244263635505
woolf,0.5164004493734566,-2.6347044153025205,0.5164004493734566,2.6347044153025205,2.684834590831939
wikipedia_eng,5.387974914256989,0.030870944260320332,5.387974914256989,0.030870944260320332,5.388063352621435
lispector,2.248617651961661,-0.6948152476046063,2.248617651961661,0.6948152476046063,2.353518551662048
