text_id,author,title,sample_idx,rep,condition,lang,basic_ttr,basic_tokens_per_sentence_mean,basic_chars_per_token_mean,basic_n_unique_unigrams,basic_n_unique_bigrams,basic_n_repeated_bigrams,basic_n_unique_trigrams,basic_n_repeated_trigrams,synt_mean_dependency_distance,synt_DEPREL_det_prop,synt_DEPREL_det_md,synt_DEPREL_root_prop,synt_DEPREL_root_md,synt_DEPREL_cc_prop,synt_DEPREL_cc_md,synt_DEPREL_conj_prop,synt_DEPREL_conj_md,synt_DEPREL_case_prop,synt_DEPREL_case_md,synt_DEPREL_nmod_prop,synt_DEPREL_nmod_md,synt_DEPREL_punct_prop,synt_DEPREL_obj_prop,synt_DEPREL_obj_md,synt_DEPREL_amod_prop,synt_DEPREL_amod_md,synt_DEPREL_appos_prop,synt_DEPREL_appos_md,synt_DEPREL_nsubj_prop,synt_DEPREL_nsubj_md,synt_DEPREL_mark_prop,synt_DEPREL_mark_md,synt_DEPREL_acl_prop,synt_DEPREL_acl_md,synt_DEPREL_advmod_prop,synt_DEPREL_advmod_md,synt_DEPREL_obl_prop,synt_DEPREL_obl_md,synt_DEPREL_advcl_prop,synt_DEPREL_advcl_md,synt_DEPREL_cop_prop,synt_DEPREL_cop_md,synt_DEPREL_xcomp_prop,synt_DEPREL_xcomp_md,synt_DEPREL_acl:relcl_prop,synt_DEPREL_acl:relcl_md,synt_UPOS_DET_md,synt_UPOS_NOUN_prop,synt_UPOS_NOUN_md,synt_UPOS_ADP_prop,synt_UPOS_ADP_md,synt_UPOS_PUNCT_md,synt_UPOS_VERB_prop,synt_UPOS_VERB_md,synt_UPOS_ADJ_md,synt_UPOS_ADV_md,synt_UPOS_PROPN_prop,synt_UPOS_PROPN_md,synt_UPOS_AUX_prop,synt_UPOS_AUX_md,synt_UPOS_PRON_prop,synt_UPOS_PRON_md,synt_UPOS_SCONJ_prop,synt_UPOS_SCONJ_md,synt_UPOS_total_words
história-da-inteligência-artificial__s00__r01,wikipedia_pt,história-da-inteligência-artificial,0,1.0,prompt_steering,pt,0.4882226980728051,11.11904761904762,5.296296296296297,206,394,111,450,26,2.803240740740741,0.0970464135021097,1.0434782608695652,0.0886075949367088,4.976190476190476,0.0295358649789029,2.642857142857143,0.0274261603375527,3.692307692307693,0.1118143459915611,1.1886792452830188,0.0569620253164556,2.074074074074074,0.1624472573839662,0.0717299578059071,1.4705882352941178,0.0443037974683544,1.1904761904761905,0.0084388185654008,2.25,0.0949367088607595,1.9555555555555555,0.0189873417721519,1.8888888888888888,0.0042194092827004,4.0,0.0126582278481012,1.0,0.0485232067510548,4.826086956521739,0.0021097046413502,5.0,0.0042194092827004,1.5,0.0232067510548523,1.7272727272727273,0.0021097046413502,2.0,1.0408163265306123,0.2025316455696202,2.40625,0.1286919831223628,1.524590163934426,4.220779220779221,0.1329113924050632,4.238095238095238,1.2916666666666667,1.0,0.0991561181434599,2.021276595744681,0.0126582278481012,1.1666666666666667,0.0379746835443038,1.4444444444444444,0.010548523206751,2.6,474
aprendizado-por-reforço__s01__r02,wikipedia_pt,aprendizado-por-reforço,1,2.0,prompt_steering,pt,0.41,9.615384615384617,4.864721485411141,178,353,206,424,117,2.821002386634845,0.1146496815286624,1.0740740740740742,0.1104033970276008,4.326923076923077,0.0148619957537154,1.0,0.0297239915074309,4.785714285714286,0.0679405520169851,1.1875,0.0721868365180467,1.7352941176470589,0.197452229299363,0.078556263269639,1.5945945945945943,0.0615711252653927,1.0344827586206895,0.0169851380042462,3.125,0.1061571125265392,1.9,0.0106157112526539,1.8,0.0021231422505307,2.0,0.0106157112526539,1.0,0.0297239915074309,5.0,0.0084925690021231,6.0,0.0084925690021231,1.25,0.0127388535031847,1.3333333333333333,,,1.0740740740740742,0.2590233545647558,2.4918032786885247,0.0764331210191082,1.2222222222222223,3.849462365591398,0.1273885350318471,4.133333333333334,1.1944444444444444,1.0,0.0721868365180467,2.411764705882353,0.0127388535031847,1.1666666666666667,0.0233545647558386,1.0,0.0063694267515923,3.0,471
inteligência-artificial__s01__r02,wikipedia_pt,inteligência-artificial,1,2.0,prompt_steering,pt,0.3019230769230769,3.795620437956204,4.199475065616798,149,254,293,333,205,2.1761658031088085,0.0630975143403441,1.0,0.2619502868068833,2.3795620437956204,,,,,0.0191204588910133,1.3,0.0019120458891013,3.0,0.265774378585086,0.0630975143403441,1.1515151515151516,0.0038240917782026,1.0,0.0038240917782026,2.5,0.248565965583174,1.2230769230769232,,,,,0.0095602294455066,1.4,0.0152963671128107,2.25,,,0.0152963671128107,1.75,0.0019120458891013,1.0,0.0038240917782026,3.0,1.0,0.1204588910133843,1.9206349206349207,0.0191204588910133,1.3,1.4388489208633093,0.2409177820267686,2.3015873015873014,2.25,1.4,0.0038240917782026,2.5,0.0210325047801147,1.5454545454545454,0.2466539196940726,1.1162790697674418,,,523
inteligência-artificial__s01__r01,wikipedia_pt,inteligência-artificial,1,1.0,prompt_steering,pt,0.2900763358778626,4.366666666666666,4.674129353233831,143,273,293,390,168,2.2427184466019416,0.0695488721804511,1.027027027027027,0.225563909774436,2.2916666666666665,,,,,0.0582706766917293,1.3225806451612905,,,0.2274436090225564,0.1146616541353383,1.6065573770491803,0.0037593984962406,1.0,,,0.2218045112781954,1.1779661016949152,,,,,0.0169172932330827,1.6666666666666667,0.037593984962406,2.0,,,0.0169172932330827,1.1111111111111112,,,0.0037593984962406,2.0,1.027027027027027,0.1522556390977443,1.938271604938272,0.0582706766917293,1.3225806451612905,2.1322314049586777,0.212406015037594,2.2035398230088497,1.0,1.7,0.0093984962406015,2.0,0.0169172932330827,1.1111111111111112,0.2293233082706766,1.147540983606557,,,532
inteligência-artificial__s01__r00,wikipedia_pt,inteligência-artificial,1,0.0,prompt_steering,pt,0.4094488188976378,5.644444444444445,4.985330073349633,175,341,228,437,108,2.5460992907801416,0.0994152046783625,1.0588235294117647,0.175438596491228,3.1444444444444444,0.0155945419103313,5.125,0.0019493177387914,6.0,0.037037037037037,1.263157894736842,0.0038986354775828,1.5,0.1929824561403508,0.0487329434697855,1.2,0.0214424951267056,1.0909090909090908,,,0.1617933723196881,1.686746987951807,0.0136452241715399,2.142857142857143,,,0.0331384015594541,1.6470588235294117,0.0058479532163742,2.333333333333333,0.0097465886939571,4.2,0.0662768031189083,1.7352941176470589,0.0643274853801169,1.606060606060606,0.0077972709551656,2.25,1.0588235294117647,0.1578947368421052,2.1728395061728394,0.0428849902534113,1.2727272727272727,2.515151515151515,0.2105263157894736,2.203703703703704,3.608695652173913,1.8333333333333333,0.0136452241715399,2.2857142857142856,0.0662768031189083,1.7058823529411764,0.1111111111111111,1.631578947368421,0.0077972709551656,1.75,513
história-da-inteligência-artificial__s02__r02,wikipedia_pt,história-da-inteligência-artificial,2,2.0,prompt_steering,pt,0.5691609977324263,11.307692307692308,5.636363636363637,216,386,82,432,14,2.8657074340527577,0.1337719298245614,1.0163934426229508,0.0855263157894736,5.102564102564102,0.006578947368421,1.6666666666666667,0.0087719298245614,7.25,0.131578947368421,1.3,0.0701754385964912,2.75,0.1469298245614035,0.0614035087719298,1.4285714285714286,0.0614035087719298,1.0714285714285714,0.0131578947368421,3.6666666666666665,0.0921052631578947,2.0476190476190474,0.0241228070175438,1.181818181818182,0.0043859649122807,1.5,0.0153508771929824,2.4285714285714284,0.050438596491228,5.043478260869565,0.0043859649122807,5.0,0.0021929824561403,1.0,0.0263157894736842,2.0,0.0043859649122807,3.5,1.032258064516129,0.2456140350877192,2.3392857142857144,0.1622807017543859,1.3108108108108107,4.507462686567164,0.1228070175438596,4.267857142857143,1.2333333333333334,2.5,0.0592105263157894,4.074074074074074,0.0021929824561403,1.0,0.0153508771929824,1.0,0.0021929824561403,3.0,456
aprendizado-por-reforço__s00__r00,wikipedia_pt,aprendizado-por-reforço,0,0.0,prompt_steering,pt,0.3554757630161579,11.36734693877551,4.524079320113314,178,337,326,411,238,3.0940919037199124,0.0513833992094861,1.0384615384615383,0.0968379446640316,2.7346938775510203,0.0059288537549407,1.0,0.0632411067193675,6.53125,0.0474308300395256,1.1666666666666667,0.1027667984189723,2.1538461538461537,0.2569169960474308,0.0770750988142292,1.641025641025641,0.0158102766798418,1.0,0.025691699604743,3.615384615384616,0.0592885375494071,1.4,0.0098814229249011,1.0,0.0039525691699604,1.0,0.033596837944664,1.411764705882353,0.0237154150197628,3.333333333333333,0.0019762845849802,4.0,0.0079051383399209,1.5,0.0197628458498023,2.1,0.0019762845849802,2.0,1.0384615384615383,0.2292490118577075,2.793103448275862,0.0573122529644268,1.206896551724138,4.251908396946565,0.1225296442687747,2.838709677419355,1.9166666666666667,1.375,0.0948616600790513,2.708333333333333,0.0118577075098814,1.3333333333333333,0.0197628458498023,1.2,,,506
história-da-inteligência-artificial__s00__r02,wikipedia_pt,história-da-inteligência-artificial,0,2.0,prompt_steering,pt,0.4764957264957264,8.830188679245284,5.643229166666667,191,368,146,439,49,2.6014319809069213,0.0889830508474576,1.1428571428571428,0.1122881355932203,3.830188679245283,0.0063559322033898,1.0,0.0063559322033898,3.0,0.1122881355932203,1.2641509433962264,0.0550847457627118,2.1153846153846154,0.1461864406779661,0.0847457627118644,1.525,0.0360169491525423,1.0,,,0.1313559322033898,1.564516129032258,0.0233050847457627,1.818181818181818,0.0063559322033898,1.3333333333333333,0.0190677966101694,1.1111111111111112,0.0444915254237288,4.761904761904762,0.0042372881355932,4.0,0.0084745762711864,1.0,0.0254237288135593,1.5,0.010593220338983,2.2,1.1428571428571428,0.1885593220338983,2.0,0.1228813559322034,1.2586206896551724,4.144927536231884,0.1652542372881356,3.230769230769231,1.4285714285714286,1.1111111111111112,0.0762711864406779,1.7222222222222223,0.0190677966101694,1.0,0.0762711864406779,1.3055555555555556,0.0148305084745762,2.2857142857142856,472
universidade-federal-de-minas-gerais__s01__r00,wikipedia_pt,universidade-federal-de-minas-gerais,1,0.0,prompt_steering,pt,0.519280205655527,7.339622641509434,5.179401993355482,180,323,89,373,24,2.688953488372093,0.1335012594458438,1.0377358490566038,0.1335012594458438,3.830188679245283,0.0100755667506297,2.75,0.0554156171284634,3.6818181818181817,0.0554156171284634,1.818181818181818,0.0201511335012594,1.875,0.2191435768261964,0.052896725440806,1.2857142857142858,0.0201511335012594,1.0,0.0025188916876574,2.0,0.1284634760705289,1.588235294117647,0.0075566750629722,2.0,0.0025188916876574,1.0,0.0277078085642317,2.4545454545454546,0.0403022670025188,4.0625,,,0.0125944584382871,1.6,0.0125944584382871,1.8,0.0025188916876574,8.0,1.037037037037037,0.2115869017632241,2.107142857142857,0.0654911838790932,1.8846153846153848,2.793103448275862,0.1838790931989924,3.821917808219178,1.4166666666666667,2.1,0.0226700251889168,3.0,0.0151133501259445,1.5,0.0780856423173803,1.1290322580645162,,,397
brasil__s02__r02,wikipedia_pt,brasil,2,2.0,prompt_steering,pt,0.4969574036511156,6.1625,5.177545691906006,214,393,127,476,27,2.582750582750583,0.1650294695481336,1.011904761904762,0.1571709233791748,4.1125,0.005893909626719,1.6666666666666667,0.0117878192534381,4.5,0.0707269155206286,1.7222222222222223,0.0275049115913556,2.4285714285714284,0.2003929273084479,0.0530451866404715,1.4074074074074074,0.0196463654223968,1.4,0.0019646365422396,2.0,0.1296660117878192,1.5909090909090908,0.0078585461689587,1.0,0.0019646365422396,1.0,0.0078585461689587,4.5,0.037328094302554,3.947368421052632,,,0.0098231827111984,1.0,0.0098231827111984,2.0,,,1.011764705882353,0.2161100196463654,2.4,0.0805500982318271,1.7073170731707317,2.1372549019607843,0.1571709233791748,4.0125,1.7272727272727273,4.4,0.0255402750491159,1.6153846153846154,0.0255402750491159,1.0,0.0785854616895874,1.25,0.0019646365422396,1.0,509
história-da-inteligência-artificial__s00__r00,wikipedia_pt,história-da-inteligência-artificial,0,0.0,prompt_steering,pt,0.4857142857142857,7.903225806451613,5.695331695331696,193,393,135,457,52,2.5532879818594103,0.1451292246520874,1.082191780821918,0.1232604373757455,3.9516129032258074,0.0059642147117296,3.0,0.0079522862823061,4.0,0.099403578528827,1.46,0.0357852882703777,2.111111111111111,0.1530815109343936,0.0675944333996023,1.3823529411764706,0.0497017892644135,1.08,,,0.1113320079522862,1.4464285714285714,0.0159045725646123,1.5,0.0059642147117296,1.3333333333333333,0.0119284294234592,2.1666666666666665,0.0437375745526839,3.590909090909091,0.0059642147117296,3.333333333333333,0.0019880715705765,2.0,0.0139165009940357,2.142857142857143,0.0079522862823061,3.0,1.082191780821918,0.246520874751491,2.096774193548387,0.1133200795228628,1.4736842105263157,3.74025974025974,0.1570576540755467,3.670886075949367,1.148148148148148,2.1666666666666665,0.0218687872763419,1.4545454545454546,0.025844930417495,1.0769230769230769,0.0497017892644135,1.16,0.0059642147117296,1.6666666666666667,503
