author,synt_DEPREL_root_prop,synt_DEPREL_appos_prop,synt_UPOS_PRON_prop,synt_DEPREL_nmod_prop,synt_UPOS_VERB_md,synt_DEPREL_advmod_prop,synt_UPOS_PROPN_prop,synt_DEPREL_acl_md,synt_DEPREL_amod_prop,synt_DEPREL_cop_prop
wikipedia_pt,-0.31820039488526214,1.458609629297613,-0.9092403309856864,1.4140762604799744,-0.44132199373891307,-1.0299174965124758,1.305162454154422,-0.34573995409698777,0.4082356797614936,-1.0489906149797432
woolf,-0.5675921601909066,-0.7267834516166887,1.346401603170704,-0.8270656170623241,1.3386199704740114,0.8341296264443999,-0.751369881013614,1.4223152122287908,-0.7080223591002378,0.4180864743017351
wikipedia_eng,-0.6021571715903562,-0.17038945010734527,-0.582537882578402,-0.02512122486487295,0.1039628297127453,-0.6845162104882145,0.2609936478670398,-0.16547656566192778,1.2192651043586522,-0.5579900778104996
lispector,1.4879497266665247,-0.5614367275735792,0.14537661039338443,-0.5618894185527766,-1.0012608064478437,0.8803040805562898,-0.814786221007848,-0.9110986924698753,-0.9194784250199077,1.188894218488507
