condition,n_texts,mean_slope,std_slope,median_slope,pct_negative,pct_significant
original,60,0.00572052138438815,0.0828237632042122,0.01000000000000001,41.66666666666667,1.6666666666666667
baseline,180,-0.09336789995738969,0.07426913953354505,-0.09121797640207722,90.55555555555556,6.666666666666667
