text_id,author,title,sample_idx,rep,condition,lang,n_windows,ttr_slope,ttr_r2,ttr_p_value,ttr_initial,ttr_final,tokens_per_sentence_mean_slope,tokens_per_sentence_mean_r2,tokens_per_sentence_mean_p_value,tokens_per_sentence_mean_initial,tokens_per_sentence_mean_final,chars_per_token_mean_slope,chars_per_token_mean_r2,chars_per_token_mean_p_value,chars_per_token_mean_initial,chars_per_token_mean_final,n_unique_unigrams_slope,n_unique_unigrams_r2,n_unique_unigrams_p_value,n_unique_unigrams_initial,n_unique_unigrams_final,n_unique_bigrams_slope,n_unique_bigrams_r2,n_unique_bigrams_p_value,n_unique_bigrams_initial,n_unique_bigrams_final,n_repeated_bigrams_slope,n_repeated_bigrams_r2,n_repeated_bigrams_p_value,n_repeated_bigrams_initial,n_repeated_bigrams_final,n_unique_trigrams_slope,n_unique_trigrams_r2,n_unique_trigrams_p_value,n_unique_trigrams_initial,n_unique_trigrams_final,n_repeated_trigrams_slope,n_repeated_trigrams_r2,n_repeated_trigrams_p_value,n_repeated_trigrams_initial,n_repeated_trigrams_final
inteligência_artificial__s02,wikipedia_pt,inteligência_artificial,2,,original,pt,5,0.015000000000000017,0.016917293233082723,0.8348623203435456,0.69,0.74,-12.5,0.7499999999999996,0.057668885622437466,33.333333333333336,25.0,-1.084621320037987,0.735412040759734,0.06313503847683279,5.933333333333334,5.320987654320987,1.5,0.028846153846153865,0.7847952197863788,67,71,-4.0,0.6956521739130437,0.07909569938205463,96,93,6.499999999999999,0.6706349206349207,0.08994273833188737,6,11,-3.0,0.6923076923076924,0.0805095732984985,98,96,5.999999999999998,0.6923076923076918,0.08050957329849877,0,4
aprendizado_por_reforço__s02,wikipedia_pt,aprendizado_por_reforço,2,,original,pt,5,0.009999999999999952,0.009090909090909021,0.8787855616503828,0.71,0.69,9.999999999999998,0.173076923076923,0.4860036297301704,16.666666666666668,33.333333333333336,0.6594509586253152,0.23916450329357283,0.40312609622189943,5.190476190476191,5.422535211267606,7.999999999999998,0.3516483516483515,0.29191093608005386,62,67,-2.775557561562891e-16,2.2010627935854118e-33,1.0,93,93,-1.999999999999999,0.03703703703703701,0.7564860138154738,12,10,1.9999999999999996,0.23529411764705876,0.40754435789384275,95,97,-4.0,0.23529411764705888,0.4075443578938425,6,2
inteligência_artificial__s01,wikipedia_pt,inteligência_artificial,1,,original,pt,5,0.08999999999999994,0.40099009900990057,0.25144431474036194,0.63,0.7,15.000000000000002,0.5869565217391304,0.13089966633806427,25.0,33.333333333333336,0.06343711843711783,0.0029356710576902566,0.931047315728182,6.013333333333334,5.986111111111111,9.499999999999998,0.4047085201793721,0.24856220269624452,62,68,2.999999999999999,0.2727272727272726,0.36667217817943853,92,94,-6.499999999999997,0.2592024539877299,0.3809775751777675,14,10,1.4999999999999996,0.173076923076923,0.4860036297301704,95,96,-2.999999999999999,0.17307692307692296,0.4860036297301706,6,4
universidade_federal_de_minas_gerais__s00,wikipedia_pt,universidade_federal_de_minas_gerais,0,,original,pt,5,0.135,0.6750000000000005,0.08800489238275577,0.61,0.73,-6.666666666666665,0.08333333333333329,0.6376180914006018,33.333333333333336,33.333333333333336,-0.14567729265619273,0.008627112922608773,0.8819089055492213,5.071428571428571,4.670588235294118,12.499999999999998,0.7006726457399102,0.07699417892907931,54,64,5.500000000000001,0.28271028037383183,0.35642242900589116,86,93,-9.999999999999998,0.2645502645502646,0.37526174510403343,24,11,3.5000000000000004,0.1475903614457832,0.5231670535859037,91,96,-6.0,0.12499999999999997,0.5594043441634877,13,4
aprendizado_por_reforço__s00,wikipedia_pt,aprendizado_por_reforço,0,,original,pt,5,-0.15999999999999995,0.6863270777479892,0.08306566042554084,0.68,0.54,24.999999999999996,0.7499999999999997,0.057668885622437396,25.0,50.0,-0.8878534171745344,0.16431034681152798,0.4983939479464542,5.045454545454546,4.014925373134329,-18.0,0.675,0.08800489238275595,64,48,-12.5,0.5444250871080142,0.1546297958319254,95,83,22.499999999999996,0.4867788461538462,0.19021924281432365,8,30,-2.5000000000000004,0.13297872340425537,0.5462033995328521,96,93,5.000000000000001,0.13297872340425537,0.5462033995328521,4,10
história_da_inteligência_artificial__s02,wikipedia_pt,história_da_inteligência_artificial,2,,original,pt,5,0.010000000000000009,0.03571428571428572,0.7608203755145106,0.73,0.75,-20.833333333333332,0.25080256821829855,0.39011820649439666,50.0,25.0,0.18439438369157157,0.027713388134156417,0.789022636795136,5.64935064935065,5.728395061728395,-2.5000000000000004,0.1041666666666667,0.5963138587561102,69,67,1.4999999999999996,0.08333333333333333,0.6376180914006018,94,95,-2.999999999999999,0.08333333333333329,0.6376180914006018,10,8,0.9999999999999998,0.12499999999999994,0.5594043441634876,96,97,-1.9999999999999993,0.12499999999999994,0.5594043441634876,4,2
universidade_federal_de_minas_gerais__s01,wikipedia_pt,universidade_federal_de_minas_gerais,1,,original,pt,5,0.11500000000000005,0.30402298850574716,0.33536051421018315,0.73,0.8,-6.666666666666668,0.12500000000000003,0.5594043441634877,20.0,20.0,1.1650131744758851,0.7390552619764915,0.0617503628590877,5.058139534883721,5.738095238095238,11.0,0.32880434782608686,0.3121664228461837,65,74,6.999999999999999,0.4900000000000001,0.1881204043741872,92,96,-10.499999999999998,0.441,0.22156223842974668,12,6,4.5,0.7500000000000001,0.05766888562243725,95,98,-8.0,0.653061224489796,0.0979397890582874,5,0
brasil__s02,wikipedia_pt,brasil,2,,original,pt,5,-0.05999999999999989,0.2834645669291332,0.3556582600019515,0.71,0.67,1.6666666666666687,0.002136752136752142,0.9411654478901197,25.0,33.333333333333336,-0.0010998105276915724,3.942780438325541e-06,0.997471801729855,5.25,5.235294117647059,-3.999999999999999,0.11428571428571427,0.5779118341023693,67,65,-1.0,0.14285714285714288,0.530477770932957,94,94,0.4999999999999997,0.014705882352941159,0.8459763034682743,10,9,1.4999999999999996,0.12499999999999994,0.5594043441634876,95,97,-2.999999999999999,0.12499999999999994,0.5594043441634876,6,2
universidade_federal_de_minas_gerais__s02,wikipedia_pt,universidade_federal_de_minas_gerais,2,,original,pt,5,-0.135,0.47960526315789476,0.19494231880760982,0.81,0.67,13.333333333333334,0.25806451612903225,0.3822040908159766,20.0,33.333333333333336,-0.053256504277981356,0.014561125385647843,0.8467325191383117,5.542168674698795,5.421686746987952,-9.999999999999998,0.4048582995951415,0.24844657591953898,75,64,-3.4999999999999996,0.7205882352941178,0.06890350891195703,97,94,6.999999999999999,0.7205882352941178,0.06890350891195703,4,10,-2.999999999999999,0.7499999999999999,0.05766888562243733,98,96,6.0,0.7500000000000003,0.057668885622437174,0,4
história_da_inteligência_artificial__s01,wikipedia_pt,história_da_inteligência_artificial,1,,original,pt,5,-0.02500000000000002,0.04882812499999999,0.7209578432740555,0.79,0.75,-4.166666666666665,0.04999999999999996,0.7176856442107862,25.0,16.666666666666668,-0.8420565302144247,0.4088929626767041,0.2453453659109334,5.811111111111111,5.37037037037037,-1.9999999999999996,0.035398230088495575,0.7618682883798662,73,71,2.1649348980190584e-16,1.6739082545217114e-33,1.0,97,97,-4.0523140398818203e-16,1.4661829533770818e-33,1.0,4,4,0.5,0.031249999999999993,0.776098765203267,98,98,-1.0,0.03125000000000001,0.7760987652032669,0,0
aprendizado_por_reforço__s01,wikipedia_pt,aprendizado_por_reforço,1,,original,pt,5,0.08499999999999995,0.1749394673123486,0.48342023072943174,0.65,0.65,-16.66666666666666,0.1592356687898088,0.5057480781490579,33.333333333333336,33.333333333333336,-0.7105429930037238,0.15262333968969807,0.5155426832857967,5.686046511627907,4.507042253521127,6.999999999999998,0.1531249999999999,0.514790892612025,60,60,8.0,0.25806451612903225,0.3822040908159766,93,96,-13.999999999999998,0.2327790973871734,0.4104409380998052,11,6,3.0,0.2727272727272727,0.3666721781794385,96,98,-6.0,0.2727272727272727,0.3666721781794385,4,0
brasil__s00,wikipedia_pt,brasil,0,,original,pt,5,0.1699999999999999,0.5302752293577981,0.16298856210959498,0.56,0.74,-29.166666666666664,0.532608695652174,0.16159368554794268,50.0,25.0,0.4060532025350473,0.2001226929200583,0.4500286682140976,4.836363636363636,5.30379746835443,13.999999999999998,0.5816023738872401,0.1337748287529273,56,70,6.0,0.46753246753246747,0.203045935969462,90,97,-9.0,0.3732718894009219,0.27365131084233474,15,4,-1.9999999999999996,0.2666666666666666,0.37302136237277983,98,97,3.999999999999999,0.2666666666666666,0.37302136237277983,0,2
