author,orig_PC1,orig_PC2,act_PC1,act_PC2,distance,delta_PC1,delta_PC2
woolf,4.1135597529436545,2.0287956047859015,-0.2962712533051765,0.8138902584159472,4.574123359105204,-4.409831006248831,-1.2149053463699544
wikipedia_eng,0.09288014239326509,-1.1905255281190414,-1.001844269988438,-2.4313089188608785,1.6546797157774296,-1.094724412381703,-1.240783390741837
lispector,-1.9109011607401214,3.6588984493830092,-0.7853647583034441,2.6793477713664258,1.4920964191408161,1.1255364024366772,-0.9795506780165835
wikipedia_pt,-2.295538734596798,-4.49716852604987,-2.620299418992086,-3.6862053935246264,0.87357352549402,-0.32476068439528794,0.8109631325252433
