author,delta_PC1,delta_PC2,abs_delta_PC1,abs_delta_PC2,distance_total
wikipedia_pt,-0.32476068439528794,0.8109631325252433,0.32476068439528794,0.8109631325252433,0.87357352549402
woolf,-4.409831006248831,-1.2149053463699544,4.409831006248831,1.2149053463699544,4.574123359105204
wikipedia_eng,-1.094724412381703,-1.240783390741837,1.094724412381703,1.240783390741837,1.6546797157774296
lispector,1.1255364024366772,-0.9795506780165835,1.1255364024366772,0.9795506780165835,1.4920964191408161
