metric,n_valid,mean,std,variance,min,max,cv
synt_DEPREL_flat:name_prop,175,0.026887635922329085,0.027510447202263727,0.0007568247052685402,0.0016977928692699,0.1233644859813084,1.0231634823431026
synt_UPOS_SYM_prop,72,0.018166452538866444,0.02848392567926525,0.0008113340221019062,0.0017391304347826,0.1246290801186943,1.5679409955424681
synt_UPOS_ADJ_prop,595,0.05726440967137078,0.029255211439089986,0.0008558673963458617,0.0022075055187637,0.137065637065637,0.5108794730790016
synt_DEPREL_conj_prop,570,0.042027947836729605,0.02931168956059864,0.0008591751448969072,0.0018348623853211,0.331511839708561,0.6974332811696837
synt_DEPREL_nmod_prop,595,0.04946148522719094,0.029388505856066813,0.0008636842764520733,0.0017064846416382,0.1601208459214501,0.5941694981676529
synt_DEPREL_amod_prop,590,0.048683988736163974,0.031722978710518775,0.0010063473782680272,0.0019120458891013,0.1423149905123339,0.6516100988034689
synt_UPOS_PROPN_prop,506,0.037634627623664575,0.033797437905573754,0.0011422668089811137,0.0017667844522968,0.1925233644859813,0.8980409808631133
synt_DEPREL_compound_prop,238,0.03308532249616247,0.03410738341890018,0.001163313603683867,0.0018552875695732,0.1229838709677419,1.0308916717634007
synt_DEPREL_case_prop,596,0.0986389425016262,0.03448592865973095,0.0011892792755240525,0.0056285178236397,0.20997920997921,0.34961778568502394
synt_UPOS_VERB_prop,597,0.11889610100916183,0.03486993471567072,0.0012159123470751384,0.0448598130841121,0.3351548269581056,0.2932807251011851
synt_DEPREL_det_prop,596,0.12054323305351217,0.0356401031227296,0.0012702169505988,0.0055045871559633,0.2053388090349076,0.2956624127287847
synt_UPOS_DET_prop,596,0.12213798477857336,0.03585824923653552,0.0012858140383095005,0.0066518847006651,0.2053388090349076,0.2935880209710659
synt_UPOS_ADP_prop,596,0.10712830965199584,0.04057440585263966,0.0016462824102947199,0.0085324232081911,0.2307692307692307,0.3787458794453567
synt_DEPREL_nsubj_prop,597,0.08662791940648015,0.04141151032652148,0.0017149131875235954,0.0018214936247723,0.248565965583174,0.4780388425607705
synt_UPOS_NOUN_prop,596,0.20051519304115295,0.043657034130100164,0.0019059366290367307,0.0497131931166348,0.3205645161290322,0.2177243203767615
synt_DEPREL_punct_prop,597,0.15567282776219193,0.04422235785074975,0.001955616933879768,0.0755467196819085,0.45750452079566,0.28407242603895183
synt_UPOS_PUNCT_prop,597,0.15609472890065798,0.04444377646903977,0.001975249266829973,0.0755467196819085,0.45750452079566,0.2847231087304988
synt_DEPREL_root_prop,597,0.05217818022716123,0.04483800897111417,0.0020104470484937145,0.0032362459546925,0.2619502868068833,0.8593248897510198
synt_UPOS_PRON_prop,597,0.07996653091989231,0.05692970065893679,0.0032409908171161478,0.0018214936247723,0.3973509933774834,0.7119190992037279
synt_DEPREL_expl:pv_md,265,1.0088679245283019,0.07858958568544416,0.006176322978209771,1.0,2.0,0.07789878513799403
basic_ttr,600,0.4507505540579647,0.10447004058800241,0.010913989380458872,0.0091074681238615,0.6875,0.2317690785901241
synt_DEPREL_count_expl:impers,11,1.0909090909090908,0.30151134457776363,0.0909090909090909,1.0,2.0,0.27638539919628335
synt_DEPREL_flat_md,166,1.2054931411017522,0.33583050002737247,0.11278212474863503,1.0,3.1875,0.2785835012884789
synt_DEPREL_compound_md,238,1.2852920564188057,0.34846162712491857,0.1214255055785458,1.0,4.333333333333333,0.27111474422072845
synt_DEPREL_iobj_md,166,1.161144578313253,0.37404598537138095,0.13991039917244735,1.0,3.0,0.32213558273229176
synt_DEPREL_count_cc:preconj,69,1.1884057971014492,0.3939006413551736,0.15515771526001712,1.0,2.0,0.33145297870130463
synt_DEPREL_count_csubj,63,1.1428571428571428,0.3958308068477865,0.15668202764976966,1.0,3.0,0.3463519559918132
synt_DEPREL_fixed_md,460,1.2156574469506054,0.40771918145793007,0.16623493092872452,1.0,7.333333333333333,0.33538986042545627
synt_DEPREL_det:predet_md,29,2.2327586206896552,0.4115033114927001,0.16933497536945816,2.0,3.0,0.18430264144074598
synt_DEPREL_count_obl:npmod,35,1.1428571428571428,0.42996970774675736,0.18487394957983194,1.0,3.0,0.37622349427841273
synt_DEPREL_orphan_md,4,3.25,0.5,0.25,3.0,4.0,0.15384615384615385
synt_DEPREL_count_nsubj:outer,35,1.2571428571428571,0.5054326709601878,0.25546218487394956,1.0,3.0,0.40204871553651306
synt_DEPREL_obl:arg_md,270,2.8539885674847363,0.5265766424568663,0.27728296038114647,2.0,6.0,0.18450551920778938
synt_DEPREL_flat:name_md,175,1.691953740668078,0.5757693769168652,0.33151037539523526,1.0,3.636363636363636,0.3402985336286554
synt_DEPREL_count_nmod:npmod,57,1.263157894736842,0.5832885768723527,0.3402255639097745,1.0,3.0,0.46177012335727924
synt_DEPREL_nmod:poss_md,276,1.6676742610143,0.6103129860961771,0.37248194099763243,1.0,5.0,0.3659665441649122
synt_DEPREL_count_obl:tmod,67,1.492537313432836,0.6365897382135008,0.40524649479873354,1.0,3.0,0.4265151246030455
synt_DEPREL_flat:foreign_md,32,1.32984871031746,0.6625754270687298,0.4390061965553097,1.0,4.125,0.4982336877332163
synt_DEPREL_list_md,2,13.5,0.7071067811865476,0.5,13.0,14.0,0.052378280087892415
synt_DEPREL_nmod:npmod_md,57,1.2076023391812865,0.7184368377496385,0.5161514898357005,1.0,5.0,0.594928325690984
basic_chars_per_token_mean,600,4.716258032622495,0.7191593579380858,0.5171901821099198,3.261146496815287,6.616883116883117,0.15248515941317026
synt_DEPREL_amod_md,590,1.2762033791329763,0.7734009168189778,0.5981489781364355,1.0,18.09375,0.6060169793190869
synt_DEPREL_count_vocative,33,1.4545454545454546,0.7941547822570976,0.6306818181818181,1.0,4.0,0.5459814128017546
synt_DEPREL_aux:pass_md,473,1.1503072508886463,0.9193933226278352,0.8452840816926508,1.0,19.5,0.7992589127101275
synt_DEPREL_cc:preconj_md,69,1.6956521739130435,0.9440891630699333,0.891304347826087,1.0,6.0,0.5567705320668838
synt_DEPREL_count_det:predet,29,1.6206896551724137,0.978840170210507,0.9581280788177342,1.0,5.0,0.6039652114064831
synt_DEPREL_obl:agent_md,304,3.1021146616541353,0.9982646066759913,0.9965322249419715,2.0,11.0,0.321801324437082
synt_UPOS_PART_md,295,1.364145412098943,1.004211494452469,1.0084407255904608,1.0,16.65,0.7361469573154511
synt_DEPREL_det_md,596,1.3326337867736682,1.0702075155555344,1.1453441263515496,1.0,19.77358490566038,0.8030769789699893
synt_DEPREL_count_iobj,166,1.608433734939759,1.077449830853656,1.160898138006572,1.0,8.0,0.6698751757367299
synt_DEPREL_nmod_md,595,3.027986278258672,1.0810714204608798,1.1687154161373043,1.4,20.0,0.3570265255899971
synt_UPOS_DET_md,596,1.3595268067534119,1.112207962352136,1.2370065515194901,1.0,21.03703703703704,0.8180846135782491
synt_DEPREL_count_compound:prt,123,1.7154471544715446,1.1489148494126329,1.320005331200853,1.0,8.0,0.6697465709846154
synt_UPOS_AUX_md,591,1.7281605043789907,1.161239405886329,1.3484769577832343,1.0,19.666666666666668,0.6719511312426486
synt_DEPREL_count_discourse,46,1.673913043478261,1.174816256575885,1.380193236714976,1.0,6.0,0.70183828314923
synt_DEPREL_case_md,596,1.88234957734233,1.25383154258872,1.5720935371904097,1.0,30.727272727272727,0.6660991973440937
synt_DEPREL_aux_md,471,1.670286343924057,1.2776587797942427,1.6324119575853133,1.0,23.0,0.7649339793993635
synt_UPOS_ADP_md,596,1.959246178839262,1.2978129476628137,1.6843184471212416,1.0,30.727272727272727,0.6624042255025305
synt_UPOS_count_INTJ,39,1.7435897435897436,1.3122489477780765,1.7219973009446692,1.0,7.0,0.7526133671080145
synt_DEPREL_count_obl:agent,304,2.0625,1.36651673491351,1.8673679867986799,1.0,7.0,0.6625535684429139
synt_DEPREL_nummod_md,290,1.540528433139995,1.3781849508228503,1.8993937586745824,1.0,22.0,0.894618314842624
synt_DEPREL_count_reparandum,23,1.7826086956521738,1.412815427021534,1.9960474308300398,1.0,7.0,0.7925549956462264
synt_UPOS_ADJ_md,595,2.1504465850397043,1.4834154509386837,2.200521400083618,1.0,21.41379310344828,0.6898173901451706
synt_DEPREL_count_nmod:tmod,29,2.0344827586206895,1.6142835345902715,2.6059113300492607,1.0,8.0,0.7934613983579302
synt_DEPREL_cop_md,562,2.119553565730487,1.6213660444715399,2.6288278501652873,1.0,29.615384615384617,0.7649563901975505
synt_UPOS_PROPN_md,506,3.1937583397972245,1.7348879931522898,3.0098363487839794,1.0,18.7,0.5432120431699412
synt_DEPREL_nmod:tmod_md,29,2.1652298850574714,1.761459178445233,3.102738437328955,1.0,9.0,0.8135206291956749
synt_DEPREL_mark_md,582,3.023000261791877,1.785752302169113,3.188911284702287,1.0,24.47222222222222,0.5907218483370597
synt_DEPREL_obj_md,595,2.158187287256107,1.8388478260642487,3.3813613274212138,1.0,41.04545454545455,0.8520334805614286
synt_DEPREL_compound:prt_md,123,1.484320557491289,1.8441431851869825,3.400864087471589,1.0,20.5,1.2424157139640002
synt_UPOS_PRON_md,597,2.007518038377725,1.8932599882086987,3.5844333829520014,1.0,31.29090909090909,0.9430849197941163
synt_UPOS_SYM_md,72,2.4674043252248774,1.9188957981058652,3.6821610839883454,1.0,8.0,0.777698157731396
synt_DEPREL_advmod_md,593,2.4433377370082137,1.9218542479696579,3.693523750439019,1.0,28.74,0.7865692158968186
synt_DEPREL_xcomp_md,573,2.3762094741145727,1.9435138796372113,3.777246200342485,1.0,34.266666666666666,0.8179051135049475
synt_DEPREL_count_expl,52,1.6538461538461537,1.9791522782679338,3.917043740573153,1.0,14.0,1.1966967263945647
synt_UPOS_X_md,67,2.4977241964177335,1.999290372153638,3.9971619921862316,1.0,12.0,0.8004448109287025
synt_UPOS_NOUN_md,596,3.971287862109088,2.0148802355643562,4.059742363667876,1.2352941176470589,26.33333333333333,0.5073619202447553
synt_DEPREL_reparandum_md,23,4.866459627329193,2.0571701528676862,4.231949037849659,1.0,9.0,0.42272417946611035
synt_DEPREL_nsubj_md,597,3.236660762098309,2.0793374508913374,4.323644234679286,1.0,29.275,0.6424329281711051
synt_DEPREL_count_advcl:relcl,72,2.013888888888889,2.0861248902937173,4.351917057902973,1.0,15.0,1.0358689110423975
synt_DEPREL_obl_md,595,4.65778027898866,2.0934455613925063,4.382514318513985,2.0,29.818181818181817,0.44945133432679957
synt_UPOS_SCONJ_md,552,4.050886462800724,2.3734024455547122,5.633039168565088,1.0,26.84375,0.58589705422496
synt_DEPREL_nsubj:pass_md,446,4.092691351996285,2.5680538450698944,6.594900551178269,1.0,24.0,0.6274731281207607
synt_DEPREL_expl_md,52,2.143864468864469,2.656889729640769,7.059063035470601,1.0,18.714285714285715,1.2392992972396395
synt_DEPREL_appos_md,500,4.777039581547429,2.6907010019808975,7.239871882061005,1.0,40.25,0.5632570038511796
synt_DEPREL_count_aux:pass,473,3.3911205073995774,2.7030439159019704,7.306446411294658,1.0,16.0,0.7970946210858054
synt_UPOS_ADV_md,593,2.718648140830156,2.7308524170825184,7.457554923885434,1.0,51.41666666666666,1.0044890973822878
synt_DEPREL_count_nsubj:pass,446,3.1547085201793723,2.7691418019565144,7.668146319342973,1.0,20.0,0.8777805569812405
synt_DEPREL_dislocated_md,2,7.0,2.8284271247461903,8.0,5.0,9.0,0.4040610178208843
synt_DEPREL_discourse_md,46,4.829710144927537,2.838554911956274,8.05739398819109,1.0,12.0,0.5877277987246298
synt_DEPREL_count_acl,515,4.520388349514563,2.9517968946485795,8.713104907256998,1.0,22.0,0.65299630616152
synt_DEPREL_acl_md,515,3.0651327663706303,2.97438802520847,8.84698412450354,1.0,50.25,0.9703945153183007
synt_DEPREL_cc_md,576,2.9345478636614555,3.310737954456152,10.960985803076506,1.0,44.14754098360656,1.1281935440389517
synt_DEPREL_acl:relcl_md,560,4.382505058770651,3.3168028062392314,11.001180855476441,1.6666666666666667,71.6923076923077,0.7568280610655216
synt_UPOS_CCONJ_md,576,2.923261815956948,3.320393278895227,11.025011526532598,1.0,44.14754098360656,1.1358521706028837
synt_DEPREL_nsubj:outer_md,35,6.495238095238095,3.3388399893260927,11.147852474323063,3.0,17.0,0.5140442798815832
synt_DEPREL_count_fixed,460,4.354347826086957,3.351337425074578,11.231462536705504,1.0,18.0,0.7696531280750404
synt_DEPREL_root_md,597,6.731705599846854,3.3637124097011077,11.314561175177234,1.8026315789473684,18.666666666666668,0.4996820434003579
synt_UPOS_INTJ_md,39,4.784493284493284,3.4074826516333694,11.61093802118238,1.0,18.0,0.7121930054071021
synt_DEPREL_count_obl:arg,270,4.044444444444444,3.492672449948179,12.198760842627015,1.0,38.0,0.8635728585036706
synt_DEPREL_obl:npmod_md,35,3.833333333333333,3.533684777194361,12.486928104575162,1.0,15.0,0.9218308114420073
synt_UPOS_PUNCT_md,597,7.137672994950503,3.5718835864792613,12.75835235535995,1.3150684931506849,45.14814814814815,0.500426902298013
synt_DEPREL_punct_md,597,7.150338317007015,3.5754405825474964,12.78377535932758,1.3150684931506849,45.14814814814815,0.5000379596086165
synt_DEPREL_count_expl:pass,89,2.146067415730337,3.6728443331297713,13.489785495403474,1.0,34.0,1.7114300819295791
synt_DEPREL_count_nummod,290,3.372413793103448,3.7443287267078893,14.019997613649922,1.0,32.0,1.1102815242794355
synt_DEPREL_count_flat,166,3.8795180722891565,3.8151137728344895,14.555093099671412,1.0,20.0,0.983398891755474
synt_mean_dependency_distance,600,3.9930848440646334,3.843000896336733,14.768655889244933,0.0,83.0237659963437,0.9624140348655533
synt_DEPREL_vocative_md,33,4.376262626262626,4.1295283021571,17.0530039983165,2.0,25.0,0.943619854387889
synt_DEPREL_advcl:relcl_md,72,4.525429894179894,4.138592704610168,17.1279495746525,2.0,24.285714285714285,0.9145192393617161
synt_DEPREL_count_advcl,553,8.206148282097649,4.433996442148672,19.66032444898708,1.0,24.0,0.540326142024728
synt_DEPREL_count_flat:foreign,32,3.84375,4.443983791091488,19.748991935483872,1.0,21.0,1.1561583846742083
synt_DEPREL_csubj_md,63,5.0396825396825395,4.5074325601932435,20.31694828469022,1.0,29.0,0.8943881930462184
synt_UPOS_count_PART,295,9.105084745762712,4.581737770343812,20.992320996195087,1.0,39.0,0.5032064937644917
synt_DEPREL_count_ccomp,472,4.713983050847458,4.652325791402745,21.644135269351178,1.0,43.0,0.9869203476593689
synt_DEPREL_count_appos,500,5.186,4.817241496049635,23.205815631262524,1.0,35.0,0.9288934624083369
synt_DEPREL_count_parataxis,349,4.01432664756447,4.907456315719571,24.08312749069591,1.0,35.0,1.2224855490265027
synt_DEPREL_obl:tmod_md,67,5.141791044776119,4.924365119254465,24.24937182773004,1.0,36.0,0.9577139709435389
synt_DEPREL_ccomp_md,472,6.776824015141018,5.584275663894433,31.184134690363607,1.0,99.0,0.8240254802866134
synt_UPOS_count_SCONJ,552,7.641304347826087,5.960087798971682,35.52264657145111,1.0,45.0,0.7799830405482144
synt_DEPREL_advcl_md,553,8.173688580426667,6.013721420378304,36.16484532191685,1.0,95.0,0.7357414417254917
synt_DEPREL_count_xcomp,573,7.4101221640488655,6.092902739765231,37.12346379623866,1.0,72.0,0.8222405251732166
synt_DEPREL_count_nmod:poss,276,9.985507246376812,6.396573522806924,40.91615283267458,1.0,31.0,0.6405857374073697
synt_DEPREL_count_cop,562,7.962633451957295,6.595009092050334,43.49414492422657,1.0,57.0,0.8282447172586118
synt_DEPREL_count_dep,76,8.144736842105264,6.666741227653225,44.445438596491236,1.0,32.0,0.8185336563839177
synt_UPOS_count_NUM,379,6.614775725593668,6.787351537140343,46.06814088872137,1.0,35.0,1.0260894425912206
synt_DEPREL_count_expl:pv,265,6.539622641509434,6.8012459760516055,46.25694682675815,1.0,45.0,1.0400058763148734
synt_UPOS_NUM_md,379,4.560262399948858,7.045153082629353,49.63418195768188,1.0,77.5,1.5449008115647824
synt_DEPREL_count_obl,595,19.410084033613444,7.219261960818414,52.117743258919724,1.0,44.0,0.37193357578032354
synt_DEPREL_count_aux,471,8.309978768577494,7.472039099029168,55.83136829742061,1.0,49.0,0.8991646437513383
synt_DEPREL_count_acl:relcl,560,10.625,7.861189511560743,61.79830053667263,1.0,38.0,0.7398766599115993
synt_DEPREL_count_mark,582,12.132302405498281,7.89919413685116,62.39726801166375,1.0,56.0,0.6510878045103209
synt_DEPREL_count_advmod,593,15.924114671163576,9.377192100492076,87.931731689531,1.0,74.0,0.5888674060777085
synt_UPOS_count_X,67,7.3283582089552235,9.42496372423128,88.82994120307555,1.0,42.0,1.2860948462800321
synt_UPOS_count_CCONJ,576,13.04861111111111,9.665234776508234,93.41676328502416,1.0,183.0,0.7407098498228769
synt_DEPREL_count_cc,576,13.10763888888889,9.667455614981268,93.45969806763286,1.0,183.0,0.7375436336727431
synt_UPOS_count_ADV,593,15.944350758853288,9.67034017043328,93.51547901189554,1.0,61.0,0.6065057346448371
synt_UPOS_VERB_md,597,7.132313161109181,9.780285904991418,95.6539923833738,1.7843137254901962,163.84782608695653,1.371264228598515
synt_DEPREL_count_obj,595,24.448739495798318,10.512553546997417,110.51378207848796,1.0,102.0,0.429983457789473
synt_DEPREL_conj_md,570,8.6591982889013,10.910714150866259,119.04368328191323,2.0,165.62637362637363,1.2600143554687713
synt_DEPREL_parataxis_md,349,11.329453322801239,10.931777405380304,119.50375724078333,2.0,72.25,0.9648989314761915
synt_UPOS_count_AUX,591,16.981387478849406,11.73541613961536,137.71999196994466,1.0,69.0,0.6910752230482939
synt_UPOS_count_SYM,72,8.194444444444445,11.924219511339793,142.1870109546166,1.0,49.0,1.4551589912143474
synt_DEPREL_dep_md,76,15.770915926744307,13.998597522282438,195.96073259085202,1.0,62.375,0.8876210860108402
synt_DEPREL_count_flat:name,175,13.611428571428572,14.3650232031005,206.35389162561577,1.0,66.0,1.0553648448961324
synt_DEPREL_count_nmod,595,24.458823529411763,14.663781923401908,215.02650029708855,1.0,72.0,0.5995293234676106
synt_DEPREL_count_conj,570,20.710526315789473,14.832588737319208,220.0056886504486,1.0,182.0,0.7161859873165565
synt_UPOS_count_ADJ,595,28.374789915966385,14.885727569293959,221.5848852672382,1.0,72.0,0.5246110231433931
synt_DEPREL_count_amod,590,24.086440677966102,15.953912375248903,254.52732007712007,1.0,75.0,0.6623607277036698
synt_DEPREL_count_compound,238,16.26050420168067,16.81443130666776,282.72510016664893,1.0,61.0,1.0340658012886117
synt_UPOS_count_PROPN,506,18.6897233201581,16.84832080602404,283.86591398270264,1.0,103.0,0.9014751324783933
synt_DEPREL_count_case,596,48.93791946308725,18.43720676542816,339.93059331115,2.0,103.0,0.37674684513989043
synt_UPOS_count_VERB,597,58.85929648241206,19.20938061289531,369.0003035310782,2.0,184.0,0.32636102979306464
synt_DEPREL_count_det,596,59.669463087248324,19.71229553708782,388.57459534149234,3.0,107.0,0.33035818519540927
synt_UPOS_count_DET,596,60.46979865771812,19.906523417745298,396.2696745812419,3.0,107.0,0.32919777905039393
synt_DEPREL_count_nsubj,597,42.57621440536013,20.82428009199661,433.65064134992633,1.0,130.0,0.4891059569959075
synt_UPOS_count_ADP,596,53.29362416107382,21.794055768566384,474.98086684338165,2.0,111.0,0.40894302295329676
synt_DEPREL_count_root,597,25.91289782244556,22.28730455001937,496.7239441053141,1.0,137.0,0.8600853792088924
synt_DEPREL_count_punct,597,76.61306532663316,23.513869179187132,552.9020437759266,7.0,253.0,0.3069172220030329
